            2 AxialStres... 
------------- ------------- 
 1.858184e-04  2.033674e+05 
 1.864387e-04  2.039445e+05 
 1.870590e-04  2.045858e+05 
 1.876792e-04  2.053434e+05 
 1.882995e-04  2.063527e+05 
 1.889197e-04  2.076076e+05 
 1.895400e-04  2.088745e+05 
 1.901603e-04  2.101498e+05 
 1.907805e-04  2.115103e+05 
 1.914008e-04  2.128827e+05 
 1.920210e-04  2.142122e+05 
 1.926413e-04  2.153640e+05 
 1.932615e-04  2.164026e+05 
 1.938818e-04  2.173368e+05 
 1.945021e-04  2.182179e+05 
 1.951223e-04  2.190017e+05 
 1.957426e-04  2.196380e+05 
 1.963628e-04  2.202869e+05 
 1.969831e-04  2.209761e+05 
 1.976034e-04  2.217018e+05 
 1.982236e-04  2.222957e+05 
 1.988439e-04  2.228774e+05 
 1.994641e-04  2.233885e+05 
 2.000844e-04  2.239034e+05 
 2.007046e-04  2.243342e+05 
 2.013249e-04  2.246585e+05 
 2.019452e-04  2.248521e+05 
 2.025654e-04  2.250056e+05 
 2.031857e-04  2.251713e+05 
 2.038059e-04  2.252995e+05 
 2.044262e-04  2.253327e+05 
 2.050464e-04  2.255048e+05 
 2.056667e-04  2.257596e+05 
 2.062870e-04  2.260694e+05 
 2.069072e-04  2.263785e+05 
 2.075275e-04  2.268578e+05 
 2.081477e-04  2.274253e+05 
 2.087680e-04  2.279891e+05 
 2.093883e-04  2.286730e+05 
 2.100085e-04  2.293845e+05 
 2.106288e-04  2.301585e+05 
 2.112490e-04  2.310984e+05 
 2.118693e-04  2.320671e+05 
 2.124895e-04  2.329748e+05 
 2.131098e-04  2.338636e+05 
 2.137301e-04  2.347126e+05 
 2.143503e-04  2.355313e+05 
 2.149706e-04  2.362089e+05 
 2.155908e-04  2.368268e+05 
 2.162111e-04  2.374588e+05 
 2.168313e-04  2.381470e+05 
 2.174516e-04  2.387990e+05 
 2.180719e-04  2.393312e+05 
 2.186921e-04  2.398007e+05 
 2.193124e-04  2.401980e+05 
 2.199326e-04  2.405516e+05 
 2.205529e-04  2.408416e+05 
 2.211732e-04  2.410458e+05 
 2.217934e-04  2.411909e+05 
 2.224137e-04  2.413497e+05 
 2.230339e-04  2.415136e+05 
 2.236542e-04  2.416386e+05 
 2.242744e-04  2.418132e+05 
 2.248947e-04  2.421095e+05 
 2.255150e-04  2.424533e+05 
 2.261352e-04  2.435068e+05 
 2.267555e-04  2.435987e+05 
 2.273757e-04  2.446722e+05 
 2.279960e-04  2.450974e+05 
 2.286162e-04  2.459479e+05 
 2.292365e-04  2.464028e+05 
 2.298568e-04  2.471787e+05 
 2.304770e-04  2.476455e+05 
 2.310973e-04  2.483087e+05 
 2.317175e-04  2.486432e+05 
 2.323378e-04  2.491720e+05 
 2.329581e-04  2.495487e+05 
 2.335783e-04  2.499374e+05 
 2.341986e-04  2.504581e+05 
 2.348188e-04  2.509803e+05 
 2.354391e-04  2.514232e+05 
 2.360593e-04  2.517046e+05 
 2.366796e-04  2.520957e+05 
 2.372999e-04  2.523708e+05 
 2.379201e-04  2.527022e+05 
 2.385404e-04  2.529553e+05 
 2.391606e-04  2.532242e+05 
 2.397809e-04  2.535474e+05 
 2.404011e-04  2.540218e+05 
 2.410214e-04  2.544235e+05 
 2.416417e-04  2.548658e+05 
 2.422619e-04  2.553684e+05 
 2.428822e-04  2.559084e+05 
 2.435024e-04  2.565316e+05 
 2.441227e-04  2.571429e+05 
 2.447430e-04  2.578652e+05 
 2.453632e-04  2.585508e+05 
 2.459835e-04  2.593115e+05 
 2.466037e-04  2.598920e+05 
 2.472240e-04  2.605041e+05 
 2.478442e-04  2.611145e+05 
 2.484645e-04  2.616704e+05 
 2.490848e-04  2.621429e+05 
 2.497050e-04  2.626531e+05 
 2.503253e-04  2.630922e+05 
 2.509455e-04  2.636355e+05 
 2.515658e-04  2.640965e+05 
 2.521861e-04  2.647433e+05 
 2.528063e-04  2.653207e+05 
 2.534053e-04  2.660674e+05 
 2.540044e-04  2.665709e+05 
 2.546034e-04  2.671724e+05 
 2.552024e-04  2.676920e+05 
 2.558014e-04  2.682140e+05 
 2.564004e-04  2.686991e+05 
 2.569995e-04  2.690964e+05 
 2.575985e-04  2.695542e+05 
 2.581894e-04  2.703359e+05 
 2.587722e-04  2.706648e+05 
 2.593550e-04  2.709266e+05 
 2.599378e-04  2.716525e+05 
 2.605206e-04  2.720917e+05 
 2.611034e-04  2.725811e+05 
 2.616862e-04  2.731753e+05 
 2.622690e-04  2.738522e+05 
 2.628518e-04  2.744788e+05 
 2.634346e-04  2.750352e+05 
 2.640174e-04  2.755329e+05 
 2.646002e-04  2.760340e+05 
 2.651830e-04  2.765624e+05 
 2.657658e-04  2.770292e+05 
